Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
81.797,TraderOne,Tick,683,687,-4,4,148000,148400,3379,-243979,-243179,OK
81.797,Trader1,Tick,120,10,110,0,148000,148400,3813,-16111813,190187,BREACH
81.797,Trader2,Tick,810,758,52,-52,148000,148400,14549,-48149,-58549,OK
82.047,TraderOne,Tick,693,687,6,-6,148000,148400,3675,-240275,-241475,OK
82.047,Trader1,Tick,120,10,110,0,148000,148400,3813,-16111813,190187,BREACH
82.047,Trader2,Tick,810,758,52,-52,148000,148400,14549,-48149,-58549,OK
82.282,TraderOne,Tick,693,687,6,-6,148000,148400,3675,-240275,-241475,OK
82.282,Trader1,Tick,120,10,110,0,148000,148400,3813,-16111813,190187,BREACH
82.282,Trader2,Tick,810,758,52,-52,148000,148400,14549,-48149,-58549,OK
82.454,TraderOne,Tick,694,697,-3,3,148200,148800,3512,-246412,-245812,OK
82.454,Trader1,Tick,120,10,110,0,148200,148800,3813,-16111813,234187,BREACH
82.454,Trader2,Tick,820,758,62,-62,148200,148800,14845,-43445,-55845,OK
82.719,TraderOne,Tick,699,697,2,-2,148300,148800,3660,-244560,-244960,OK
82.719,Trader1,Tick,120,10,110,0,148300,148800,3813,-16111813,234187,BREACH
82.719,Trader2,Tick,820,768,52,-52,148300,148800,15141,-49741,-60141,OK
83.047,TraderOne,Tick,704,697,7,-7,148300,148800,3586,-242986,-244386,OK
83.047,Trader1,Tick,120,10,110,0,148300,148800,3813,-16111813,234187,BREACH
83.047,Trader2,Tick,820,773,47,-47,148300,148800,15289,-52389,-61789,OK
83.282,TraderOne,Tick,704,707,-3,3,148400,148800,3883,-249283,-248683,OK
83.282,Trader1,Tick,120,10,110,0,148400,148800,3813,-16111813,234187,BREACH
83.282,Trader2,Tick,830,773,57,-57,148400,148800,15141,-47241,-58641,OK
83.485,TraderOne,Tick,704,707,-3,3,148400,148800,3883,-249283,-248683,OK
83.485,Trader1,Tick,120,10,110,0,148400,148800,3813,-16111813,234187,BREACH
83.485,Trader2,Tick,830,773,57,-57,148400,148800,15141,-47241,-58641,OK
83.782,TraderOne,Tick,714,707,7,-7,148400,148800,4180,-245580,-246980,OK
83.782,Trader1,Tick,120,10,110,0,148400,148800,3813,-16111813,234187,BREACH
83.782,Trader2,Tick,830,773,57,-57,148400,148800,15141,-47241,-58641,OK
84.032,TraderOne,Tick,714,717,-3,3,148400,149000,4032,-252432,-251832,OK
84.032,Trader1,Tick,120,10,110,0,148400,149000,3813,-16111813,256187,BREACH
84.032,Trader2,Tick,830,773,57,-57,148400,149000,15141,-47241,-58641,OK
84.204,TraderOne,Tick,724,717,7,-7,148500,149000,4329,-248729,-250129,OK
84.204,Trader1,Tick,120,10,110,0,148500,149000,3813,-16111813,256187,BREACH
84.204,Trader2,Tick,830,773,57,-57,148500,149000,15141,-47241,-58641,OK
84.516,TraderOne,Tick,724,717,7,-7,148500,149000,4329,-248729,-250129,OK
84.516,Trader1,Tick,120,10,110,0,148500,149000,3813,-16111813,256187,BREACH
84.516,Trader2,Tick,830,773,57,-57,148500,149000,15141,-47241,-58641,OK
84.735,TraderOne,Tick,724,717,7,-7,148500,149200,4329,-248729,-250129,OK
84.735,Trader1,Tick,120,10,110,0,148500,149200,3813,-16111813,278187,BREACH
84.735,Trader2,Tick,830,773,57,-57,148500,149200,15141,-47241,-58641,OK
84.985,TraderOne,Tick,724,727,-3,3,148600,149200,4181,-256181,-255581,OK
84.985,Trader1,Tick,120,10,110,0,148600,149200,3813,-16111813,278187,BREACH
84.985,Trader2,Tick,840,773,67,-67,148600,149200,15438,-41538,-54938,OK
85.25,TraderOne,Tick,734,727,7,3,148600,149200,4032,-1743032,-252432,OK
85.25,Trader1,Tick,120,10,110,0,148600,149200,3813,-16111813,278187,BREACH
85.25,Trader2,Tick,840,783,57,-57,148600,149200,15735,-47835,-59235,OK
85.5,TraderOne,Tick,734,727,7,-7,148800,149200,4032,-252032,-253432,OK
85.5,Trader1,Tick,120,10,110,0,148800,149200,3813,-16111813,278187,BREACH
85.5,Trader2,Tick,840,793,47,-47,148800,149200,15586,-52686,-62086,OK
85.75,TraderOne,Tick,734,727,7,-7,148800,149200,4032,-252032,-253432,OK
85.75,Trader1,Tick,120,10,110,0,148800,149200,3813,-16111813,278187,BREACH
85.75,Trader2,Tick,840,793,47,-47,148800,149200,15586,-52686,-62086,OK
85.969,TraderOne,Tick,734,727,7,-7,148800,149600,4032,-252032,-253432,OK
85.969,Trader1,Tick,120,10,110,0,148800,149600,3813,-16111813,322187,BREACH
85.969,Trader2,Tick,850,793,57,-57,148800,149600,15884,-47984,-59384,OK
86.282,TraderOne,Tick,734,737,-3,3,149000,149600,3883,-260883,-260283,OK
86.282,Trader1,Tick,120,10,110,0,149000,149600,3813,-16111813,322187,BREACH
86.282,Trader2,Tick,860,803,57,-57,149000,149600,16033,-49133,-60533,OK
86.485,TraderOne,Tick,734,737,-3,3,149000,149600,3883,-260883,-260283,OK
86.485,Trader1,Tick,120,10,110,0,149000,149600,3813,-16111813,322187,BREACH
86.485,Trader2,Tick,860,803,57,-57,149000,149600,16033,-49133,-60533,OK
86.75,TraderOne,Tick,734,747,-13,13,149600,149600,3734,-263734,-263734,OK
86.75,Trader1,Tick,120,10,110,0,149600,149600,3813,-16111813,344187,BREACH
86.75,Trader2,Tick,860,813,47,-47,149600,149600,15884,-52984,-52984,OK
86.969,TraderOne,Tick,744,747,-3,3,149300,149600,4033,-261033,-260433,OK
86.969,Trader1,Tick,120,10,110,0,149300,149600,3813,-16111813,322187,BREACH
86.969,Trader2,Tick,860,823,37,-37,149300,149600,15735,-56835,-64235,OK
87.204,TraderOne,Tick,744,747,-3,3,149300,149600,4033,-261033,-260433,OK
87.204,Trader1,Tick,120,10,110,0,149300,149600,3813,-16111813,322187,BREACH
87.204,Trader2,Tick,860,823,37,-37,149300,149600,15735,-56835,-64235,OK
87.5,TraderOne,Tick,744,747,-3,3,149300,149700,4033,-261033,-260433,OK
87.5,Trader1,Tick,120,10,110,0,149300,149700,3813,-16111813,333187,BREACH
87.5,Trader2,Tick,860,823,37,-37,149300,149700,15735,-56835,-64235,OK
87.766,TraderOne,Tick,754,747,7,-7,149400,149600,3884,-259884,-261284,OK
87.766,Trader1,Tick,120,10,110,0,149400,149600,3813,-16111813,322187,BREACH
87.766,Trader2,Tick,860,833,27,-27,149400,149600,16034,-60134,-65534,OK
87.954,TraderOne,Tick,764,747,17,-17,149500,149500,3734,-260734,-260734,OK
87.954,Trader1,Tick,120,10,110,0,149500,149500,3813,-16111813,333187,BREACH
87.954,Trader2,Tick,860,843,17,-17,149500,149500,16333,-61433,-61433,OK
88.282,TraderOne,Tick,764,747,17,-17,149500,149500,3734,-260734,-260734,OK
88.282,Trader1,Tick,120,10,110,0,149500,149500,3813,-16111813,333187,BREACH
88.282,Trader2,Tick,860,843,17,-17,149500,149500,16333,-61433,-61433,OK
88.5,TraderOne,Tick,764,747,17,-17,149500,149500,3734,-260734,-260734,OK
88.5,Trader1,Tick,120,10,110,0,149500,149500,3813,-16111813,333187,BREACH
88.5,Trader2,Tick,860,843,17,-17,149500,149500,16333,-61433,-61433,OK
88.766,TraderOne,Tick,774,747,27,-27,149100,149200,3585,-260585,-263285,OK
88.766,Trader1,Tick,120,10,110,0,149100,149200,3813,-16111813,289187,BREACH
88.766,Trader2,Tick,860,853,7,-7,149100,149200,16631,-63731,-64431,OK
88.969,TraderOne,Tick,774,747,27,-27,149100,149100,3585,-260585,-260585,OK
88.969,Trader1,Tick,120,10,110,0,149100,149100,3813,-16111813,289187,BREACH
88.969,Trader2,Tick,860,853,7,-7,149100,149100,16631,-63731,-63731,OK
89.313,TraderOne,Tick,774,757,17,-17,148900,149100,3436,-264436,-267836,OK
89.313,Trader1,Tick,120,10,110,0,148900,149100,3813,-16111813,267187,BREACH
89.313,Trader2,Tick,870,853,17,-17,148900,149100,16929,-63029,-66429,OK
89.516,TraderOne,Tick,774,757,17,-17,148900,148900,3436,-264436,-264436,OK
89.516,Trader1,Tick,120,10,110,0,148900,148900,3813,-16111813,267187,BREACH
89.516,Trader2,Tick,870,853,17,-17,148900,148900,16929,-63029,-63029,OK
89.735,TraderOne,Tick,774,757,17,-17,148900,148900,3436,-264436,-264436,OK
89.735,Trader1,Tick,120,10,110,0,148900,148900,3813,-16111813,267187,BREACH
89.735,Trader2,Tick,870,853,17,-17,148900,148900,16929,-63029,-63029,OK
89.969,TraderOne,Tick,774,767,7,-7,149000,148900,3287,-266287,-265587,OK
89.969,Trader1,Tick,120,10,110,0,149000,148900,3813,-16111813,278187,BREACH
89.969,Trader2,Tick,880,853,27,-27,149000,148900,17227,-63327,-60627,OK
90.297,TraderOne,Tick,774,767,7,-7,149000,149100,3287,-266287,-266987,OK
90.297,Trader1,Tick,120,10,110,0,149000,149100,3813,-16111813,278187,BREACH
90.297,Trader2,Tick,880,853,27,-27,149000,149100,17227,-63327,-66027,OK
90.5,TraderOne,Tick,774,767,7,-7,149000,149100,3287,-266287,-266987,OK
90.5,Trader1,Tick,120,10,110,0,149000,149100,3813,-16111813,278187,BREACH
90.5,Trader2,Tick,880,853,27,-27,149000,149100,17227,-63327,-66027,OK
90.735,TraderOne,Tick,774,767,7,-7,149000,149100,3287,-266287,-266987,OK
90.735,Trader1,Tick,120,10,110,0,149000,149100,3813,-16111813,278187,BREACH
90.735,Trader2,Tick,880,853,27,-27,149000,149100,17227,-63327,-66027,OK
90.954,TraderOne,Tick,774,777,-3,3,148900,149100,3138,-268138,-267538,OK
90.954,Trader1,Tick,120,10,110,0,148900,149100,3813,-16111813,267187,BREACH
90.954,Trader2,Tick,880,863,17,-17,148900,149100,17078,-65178,-68578,OK
91.25,TraderOne,Tick,779,777,2,-2,149000,149100,3287,-268787,-268987,OK
91.25,Trader1,Tick,120,10,110,0,149000,149100,3813,-16111813,278187,BREACH
91.25,Trader2,Tick,880,873,7,-7,149000,149100,17153,-64253,-64953,OK
91.516,TraderOne,Tick,784,777,7,-7,149500,148900,3212,-271712,-270312,OK
91.516,Trader1,Tick,120,10,110,0,149500,148900,3813,-16111813,289187,BREACH
91.516,Trader2,Tick,880,878,2,-2,149500,148900,17303,-61903,-61503,OK
91.75,TraderOne,Tick,784,787,-3,-3,149600,148900,3063,622037,-271963,OK
91.75,Trader1,Tick,120,10,110,0,149600,148900,3813,-16111813,289187,BREACH
91.75,Trader2,Tick,880,883,-3,3,149600,148900,17229,-62329,-62929,OK
92.016,TraderOne,Tick,784,787,-3,3,149600,148900,3063,-272563,-273163,OK
92.016,Trader1,Tick,120,10,110,0,149600,148900,3813,-16111813,289187,BREACH
92.016,Trader2,Tick,880,883,-3,3,149600,148900,17229,-62329,-62929,OK
92.266,TraderOne,Tick,794,787,7,-7,148500,148900,2914,-273414,-274814,OK
92.266,Trader1,Tick,120,10,110,0,148500,148900,3813,-16111813,245187,BREACH
92.266,Trader2,Tick,890,883,7,-7,148500,148900,17080,-63180,-64580,OK
92.547,TraderOne,Tick,794,787,7,-7,148500,148900,2914,-273414,-274814,OK
92.547,Trader1,Tick,120,10,110,0,148500,148900,3813,-16111813,245187,BREACH
92.547,Trader2,Tick,890,883,7,-7,148500,148900,17080,-63180,-64580,OK
92.766,TraderOne,Tick,794,787,7,-7,148500,148900,2914,-273414,-274814,OK
92.766,Trader1,Tick,120,10,110,0,148500,148900,3813,-16111813,245187,BREACH
92.766,Trader2,Tick,890,883,7,-7,148500,148900,17080,-63180,-64580,OK
92.969,TraderOne,Tick,794,787,7,-7,148500,149200,2914,-273414,-274814,OK
92.969,Trader1,Tick,120,10,110,0,148500,149200,3813,-16111813,278187,BREACH
92.969,Trader2,Tick,890,883,7,-7,148500,149200,17080,-63180,-64580,OK
93.297,TraderOne,Tick,794,797,-3,3,149200,149200,2765,-275265,-275265,OK
93.297,Trader1,Tick,120,10,110,0,149200,149200,3813,-16111813,300187,BREACH
93.297,Trader2,Tick,900,883,17,-17,149200,149200,17378,-63478,-63478,OK
93.532,TraderOne,Tick,804,797,7,-7,149200,149200,3063,-276563,-276563,OK
93.532,Trader1,Tick,120,10,110,0,149200,149200,3813,-16111813,300187,BREACH
93.532,Trader2,Tick,900,893,7,-7,149200,149200,17229,-64329,-64329,OK
93.797,TraderOne,Tick,804,797,7,-7,149200,149200,3063,-276563,-276563,OK
93.797,Trader1,Tick,120,10,110,0,149200,149200,3813,-16111813,300187,BREACH
93.797,Trader2,Tick,900,893,7,-7,149200,149200,17229,-64329,-64329,OK
94.0,TraderOne,Tick,804,797,7,-7,149200,149200,3063,-276563,-276563,OK
94.0,Trader1,Tick,120,10,110,0,149200,149200,3813,-16111813,300187,BREACH
94.0,Trader2,Tick,900,893,7,-7,149200,149200,17229,-64329,-64329,OK
94.297,TraderOne,Tick,804,807,-3,3,149300,149200,2914,-277414,-277714,OK
94.297,Trader1,Tick,120,10,110,0,149300,149200,3813,-16111813,311187,BREACH
94.297,Trader2,Tick,910,893,17,-17,149300,149200,17528,-64628,-62928,OK
94.5,TraderOne,Tick,814,807,7,-7,149300,149200,3213,-275713,-275013,OK
94.5,Trader1,Tick,120,10,110,0,149300,149200,3813,-16111813,311187,BREACH
94.5,Trader2,Tick,910,903,7,-7,149300,149200,17379,-67479,-66779,OK
94.735,TraderOne,Tick,814,817,-3,3,149500,149200,3063,-276563,-277163,OK
94.735,Trader1,Tick,120,10,110,0,149500,149200,3813,-16111813,322187,BREACH
94.735,Trader2,Tick,920,903,17,-17,149500,149200,17678,-67778,-64378,OK
95.032,TraderOne,Tick,814,817,-3,3,149500,149200,3063,-276563,-277163,OK
95.032,Trader1,Tick,120,10,110,0,149500,149200,3813,-16111813,322187,BREACH
95.032,Trader2,Tick,920,903,17,-17,149500,149200,17678,-67778,-64378,OK
95.297,TraderOne,Tick,814,817,-3,3,149500,149200,3063,-276563,-277163,OK
95.297,Trader1,Tick,120,10,110,0,149500,149200,3813,-16111813,322187,BREACH
95.297,Trader2,Tick,920,903,17,-17,149500,149200,17678,-67778,-64378,OK
95.563,TraderOne,Tick,814,817,-3,3,149500,149200,3063,-276563,-277163,OK
95.563,Trader1,Tick,120,10,110,0,149500,149200,3813,-16111813,322187,BREACH
95.563,Trader2,Tick,920,903,17,-17,149500,149200,17678,-67778,-64378,OK
95.797,TraderOne,Tick,824,817,7,-7,149600,149200,3362,-276862,-275462,OK
95.797,Trader1,Tick,120,10,110,0,149600,149200,3813,-16111813,322187,BREACH
95.797,Trader2,Tick,920,903,17,-17,149600,149200,17678,-67778,-64378,OK
96.047,TraderOne,Tick,834,817,17,-17,149300,149200,3661,-276161,-274461,OK
96.047,Trader1,Tick,120,10,110,0,149300,149200,3813,-16111813,311187,BREACH
96.047,Trader2,Tick,920,913,7,-7,149300,149200,17529,-70629,-69929,OK
96.219,TraderOne,Tick,834,817,17,-17,149300,149200,3661,-276161,-274461,OK
96.219,Trader1,Tick,120,10,110,0,149300,149200,3813,-16111813,311187,BREACH
96.219,Trader2,Tick,920,913,7,-7,149300,149200,17529,-70629,-69929,OK
96.516,TraderOne,Tick,834,817,17,-17,149300,149200,3661,-276161,-274461,OK
96.516,Trader1,Tick,120,10,110,0,149300,149200,3813,-16111813,311187,BREACH
96.516,Trader2,Tick,920,913,7,-7,149300,149200,17529,-70629,-69929,OK
96.75,TraderOne,Tick,834,827,7,-7,149400,149200,3512,-280012,-278612,OK
96.75,Trader1,Tick,120,10,110,0,149400,149200,3813,-16111813,322187,BREACH
96.75,Trader2,Tick,930,913,17,-17,149400,149200,17828,-67928,-64528,OK
97.047,TraderOne,Tick,834,837,-3,3,149300,149200,3363,-284863,-285163,OK
97.047,Trader1,Tick,120,10,110,0,149300,149200,3813,-16111813,311187,BREACH
97.047,Trader2,Tick,940,913,27,-27,149300,149200,18127,-64227,-61527,OK
97.297,TraderOne,Tick,834,837,-3,3,149300,149200,3363,-284863,-285163,OK
97.297,Trader1,Tick,120,10,110,0,149300,149200,3813,-16111813,311187,BREACH
97.297,Trader2,Tick,940,913,27,-27,149300,149200,18127,-64227,-61527,OK
97.485,TraderOne,Tick,844,837,7,-7,149600,149600,3214,-281714,-281714,OK
97.485,Trader1,Tick,120,10,110,0,149600,149600,3813,-16111813,344187,BREACH
97.485,Trader2,Tick,950,921,29,-29,149600,149600,17858,-63558,-63558,OK
97.797,TraderOne,Tick,844,837,7,-7,149600,149800,3214,-281714,-283114,OK
97.797,Trader1,Tick,120,10,110,0,149600,149800,3813,-16111813,344187,BREACH
97.797,Trader2,Tick,950,921,29,-29,149600,149800,17858,-63558,-69358,OK
97.954,TraderOne,Tick,844,847,-3,3,149600,149800,3064,-285564,-284964,OK
97.954,Trader1,Tick,120,10,110,0,149600,149800,3813,-16111813,344187,BREACH
97.954,Trader2,Tick,960,921,39,-39,149600,149800,18157,-61857,-69657,OK
98.282,TraderOne,Tick,854,847,7,-7,149500,149800,2914,-284414,-286514,OK
98.282,Trader1,Tick,120,10,110,0,149500,149800,3813,-16111813,333187,BREACH
98.282,Trader2,Tick,960,931,29,-29,149500,149800,18456,-65156,-73856,OK
98.485,TraderOne,Tick,864,847,17,-17,149200,149800,2764,-283264,-288364,OK
98.485,Trader1,Tick,120,10,110,0,149200,149800,3813,-16111813,333187,BREACH
98.485,Trader2,Tick,970,931,39,-39,149200,149800,18306,-63006,-74706,OK
98.782,TraderOne,Tick,864,855,9,-9,149600,149800,2644,-285544,-287344,OK
98.782,Trader1,Tick,120,10,110,0,149600,149800,3813,-16111813,344187,BREACH
98.782,Trader2,Tick,970,941,29,-29,149600,149800,18156,-65856,-71656,OK
98.985,TraderOne,Tick,864,857,7,-7,149600,149800,2614,-286114,-287514,OK
98.985,Trader1,Tick,120,10,110,0,149600,149800,3813,-16111813,344187,BREACH
98.985,Trader2,Tick,972,941,31,-31,149600,149800,18216,-65516,-71716,OK
99.297,TraderOne,Tick,864,857,7,-7,149600,150100,2614,-286114,-288214,OK
99.297,Trader1,Tick,120,10,110,0,149600,150100,3813,-16111813,366187,BREACH
99.297,Trader2,Tick,972,941,31,-31,149600,150100,18216,-65516,-74816,OK
99.532,TraderOne,Tick,865,867,-2,2,149800,150000,2449,-290649,-290249,OK
99.532,Trader1,Tick,120,10,110,0,149800,150000,3813,-16111813,366187,BREACH
99.532,Trader2,Tick,982,941,41,-41,149800,150000,18515,-62815,-71015,OK
99.719,TraderOne,Tick,875,867,8,-8,149700,150000,2748,-287948,-290348,OK
99.719,Trader1,Tick,120,10,110,0,149700,150000,3813,-16111813,355187,BREACH
99.719,Trader2,Tick,982,951,31,-31,149700,150000,18365,-66665,-75965,OK
99.954,TraderOne,Tick,875,867,8,-8,149700,150000,2748,-287948,-290348,OK
99.954,Trader1,Tick,120,10,110,0,149700,150000,3813,-16111813,355187,BREACH
99.954,Trader2,Tick,982,951,31,-31,149700,150000,18365,-66665,-75965,OK
100.25,TraderOne,Tick,875,877,-2,2,149900,149900,2598,-290798,-290798,OK
100.25,Trader1,Tick,120,10,110,0,149900,149900,3813,-16111813,377187,BREACH
100.25,Trader2,Tick,982,961,21,-21,149900,149900,18215,-69515,-69515,OK
100.547,TraderOne,Tick,885,877,8,-8,149800,149900,2898,-291098,-291898,OK
100.547,Trader1,Tick,120,10,110,0,149800,149900,3813,-16111813,366187,BREACH
100.547,Trader2,Tick,982,971,11,-11,149800,149900,18065,-71365,-72465,OK
100.735,TraderOne,Tick,885,877,8,-8,149800,149900,2898,-291098,-291898,OK
100.735,Trader1,Tick,120,10,110,0,149800,149900,3813,-16111813,366187,BREACH
100.735,Trader2,Tick,982,971,11,-11,149800,149900,18065,-71365,-72465,OK
101.032,TraderOne,Tick,885,877,8,-8,149800,149900,2898,-291098,-291898,OK
101.032,Trader1,Tick,120,10,110,0,149800,149900,3813,-16111813,366187,BREACH
101.032,Trader2,Tick,982,971,11,-11,149800,149900,18065,-71365,-72465,OK
101.25,TraderOne,Tick,893,877,16,-16,149800,149900,2778,-290178,-291778,OK
101.25,Trader1,Tick,120,10,110,0,149800,149900,3813,-16111813,366187,BREACH
101.25,Trader2,Tick,992,971,21,-21,149800,149900,17915,-70215,-72315,OK
101.516,TraderOne,Tick,895,877,18,-18,149800,150100,2748,-289948,-295348,OK
101.516,Trader1,Tick,120,10,110,0,149800,150100,3813,-16111813,366187,BREACH
101.516,Trader2,Tick,992,973,19,-19,149800,150100,17975,-70675,-76375,OK
101.719,TraderOne,Tick,895,887,8,-8,149700,150100,2598,-293798,-296198,OK
101.719,Trader1,Tick,120,10,110,0,149700,150100,3813,-16111813,366187,BREACH
101.719,Trader2,Tick,1002,973,29,-29,149700,150100,18274,-67974,-76674,OK
102.032,TraderOne,Tick,895,887,8,-8,149700,150100,2598,-293798,-296198,OK
102.032,Trader1,Tick,120,10,110,0,149700,150100,3813,-16111813,366187,BREACH
102.032,Trader2,Tick,1002,973,29,-29,149700,150100,18274,-67974,-76674,OK
102.235,TraderOne,Tick,895,887,8,-8,149900,150100,2598,-293798,-295398,OK
102.235,Trader1,Tick,120,10,110,0,149900,150100,3813,-16111813,377187,BREACH
102.235,Trader2,Tick,1012,973,39,-39,149900,150100,18574,-66274,-74074,OK
102.532,TraderOne,Tick,895,887,8,-8,149900,150100,2598,-293798,-295398,OK
102.532,Trader1,Tick,120,10,110,0,149900,150100,3813,-16111813,377187,BREACH
102.532,Trader2,Tick,1012,973,39,-39,149900,150100,18574,-66274,-74074,OK
102.797,TraderOne,Tick,895,887,8,-8,149900,150300,2598,-293798,-296198,OK
102.797,Trader1,Tick,120,10,110,0,149900,150300,3813,-16111813,388187,BREACH
102.797,Trader2,Tick,1022,973,49,-49,149900,150300,18874,-63574,-78274,OK
103.047,TraderOne,Tick,895,887,8,-8,149900,150300,2598,-293798,-296198,OK
103.047,Trader1,Tick,120,10,110,0,149900,150300,3813,-16111813,388187,BREACH
103.047,Trader2,Tick,1022,973,49,-49,149900,150300,18874,-63574,-78274,OK
103.297,TraderOne,Tick,895,887,8,-8,149900,150300,2598,-293798,-296198,OK
103.297,Trader1,Tick,120,10,110,0,149900,150300,3813,-16111813,388187,BREACH
103.297,Trader2,Tick,1022,973,49,-49,149900,150300,18874,-63574,-78274,OK
103.5,TraderOne,Tick,899,887,12,-12,149800,150300,2538,-291738,-295338,OK
103.5,Trader1,Tick,120,10,110,0,149800,150300,3813,-16111813,388187,BREACH
103.5,Trader2,Tick,1022,973,49,-49,149800,150300,18874,-63574,-78274,OK
103.75,TraderOne,Tick,899,897,2,-2,149800,150300,2838,-298038,-298638,OK
103.75,Trader1,Tick,120,10,110,0,149800,150300,3813,-16111813,388187,BREACH
103.75,Trader2,Tick,1032,973,59,-59,149800,150300,19174,-59874,-77574,OK
104.0,TraderOne,Tick,899,897,2,-2,149800,150400,2838,-298038,-298638,OK
104.0,Trader1,Tick,120,10,110,0,149800,150400,3813,-16111813,399187,BREACH
104.0,Trader2,Tick,1032,973,59,-59,149800,150400,19174,-59874,-77574,OK
104.25,TraderOne,Tick,899,897,2,-2,149800,150400,2838,-298038,-298638,OK
104.25,Trader1,Tick,120,10,110,0,149800,150400,3813,-16111813,399187,BREACH
104.25,Trader2,Tick,1032,973,59,-59,149800,150400,19174,-59874,-77574,OK
104.516,TraderOne,Tick,899,897,2,-2,149800,150200,2838,-298038,-298638,OK
104.516,Trader1,Tick,120,10,110,0,149800,150200,3813,-16111813,377187,BREACH
104.516,Trader2,Tick,1032,973,59,-59,149800,150200,19174,-59874,-77574,OK
104.75,TraderOne,Tick,899,897,2,-2,149800,150200,2838,-298038,-298638,OK
104.75,Trader1,Tick,120,10,110,0,149800,150200,3813,-16111813,377187,BREACH
104.75,Trader2,Tick,1032,973,59,-59,149800,150200,19174,-59874,-77574,OK
104.954,TraderOne,Tick,899,897,2,-2,149800,150200,2838,-298038,-298638,OK
104.954,Trader1,Tick,120,10,110,0,149800,150200,3813,-16111813,377187,BREACH
104.954,Trader2,Tick,1032,973,59,-59,149800,150200,19174,-59874,-77574,OK
105.25,TraderOne,Tick,899,897,2,-2,149800,150200,2838,-298038,-298638,OK
105.25,Trader1,Tick,120,10,110,0,149800,150200,3813,-16111813,377187,BREACH
105.25,Trader2,Tick,1032,973,59,-59,149800,150200,19174,-59874,-77574,OK
105.547,TraderOne,Tick,899,897,2,-2,149800,150200,2838,-298038,-298638,OK
105.547,Trader1,Tick,120,10,110,0,149800,150200,3813,-16111813,377187,BREACH
105.547,Trader2,Tick,1032,973,59,-59,149800,150200,19174,-59874,-77574,OK
105.813,TraderOne,Tick,899,897,2,-2,149800,150200,2838,-298038,-298638,OK
105.813,Trader1,Tick,120,10,110,0,149800,150200,3813,-16111813,377187,BREACH
105.813,Trader2,Tick,1032,973,59,-59,149800,150200,19174,-59874,-77574,OK
105.954,TraderOne,Tick,899,897,2,-2,149800,150300,2838,-298038,-298638,OK
105.954,Trader1,Tick,120,10,110,0,149800,150300,3813,-16111813,388187,BREACH
105.954,Trader2,Tick,1032,973,59,-59,149800,150300,19174,-59874,-77574,OK
106.282,TraderOne,Tick,899,907,-8,8,149900,150500,2688,-303888,-301488,OK
106.282,Trader1,Tick,120,10,110,0,149900,150500,3813,-16111813,410187,BREACH
106.282,Trader2,Tick,1042,983,59,-59,149900,150500,19324,-63024,-80724,OK
106.469,TraderOne,Tick,909,907,2,-2,150200,150500,2988,-301188,-301788,OK
106.469,Trader1,Tick,120,10,110,0,150200,150500,3813,-16111813,410187,BREACH
106.469,Trader2,Tick,1042,993,49,-49,150200,150500,19174,-67874,-82574,OK
106.766,TraderOne,Tick,909,907,2,-2,150200,150400,2988,-301188,-301588,OK
106.766,Trader1,Tick,120,10,110,0,150200,150400,3813,-16111813,410187,BREACH
106.766,Trader2,Tick,1042,993,49,-49,150200,150400,19174,-67874,-77674,OK
107.032,TraderOne,Tick,919,907,12,-12,149900,150300,2838,-299038,-302638,OK
107.032,Trader1,Tick,120,10,110,0,149900,150300,3813,-16111813,388187,BREACH
107.032,Trader2,Tick,1042,1003,39,-39,149900,150300,19474,-72174,-83874,OK
107.204,TraderOne,Tick,919,907,12,-12,149900,150300,2838,-299038,-302638,OK
107.204,Trader1,Tick,120,10,110,0,149900,150300,3813,-16111813,388187,BREACH
107.204,Trader2,Tick,1042,1003,39,-39,149900,150300,19474,-72174,-83874,OK
107.516,TraderOne,Tick,919,917,2,-2,150000,150400,3138,-303338,-303938,OK
107.516,Trader1,Tick,120,10,110,0,150000,150400,3813,-16111813,399187,BREACH
107.516,Trader2,Tick,1052,1003,49,-49,150000,150400,19324,-70024,-84724,OK
107.797,TraderOne,Tick,919,917,2,-2,150000,150400,3138,-303338,-303938,OK
107.797,Trader1,Tick,120,10,110,0,150000,150400,3813,-16111813,399187,BREACH
107.797,Trader2,Tick,1052,1003,49,-49,150000,150400,19324,-70024,-84724,OK
108.047,TraderOne,Tick,929,917,12,-12,150000,150400,3438,-300638,-304238,OK
108.047,Trader1,Tick,120,10,110,0,150000,150400,3813,-16111813,399187,BREACH
108.047,Trader2,Tick,1052,1013,39,-39,150000,150400,19174,-73874,-85574,OK
108.297,TraderOne,Tick,929,927,2,-2,150000,150300,3738,-304938,-305538,OK
108.297,Trader1,Tick,120,10,110,0,150000,150300,3813,-16111813,388187,BREACH
108.297,Trader2,Tick,1062,1013,49,-49,150000,150300,19024,-70724,-85424,OK
108.454,TraderOne,Tick,929,927,2,-2,150000,150300,3738,-304938,-305538,OK
108.454,Trader1,Tick,120,10,110,0,150000,150300,3813,-16111813,388187,BREACH
108.454,Trader2,Tick,1062,1013,49,-49,150000,150300,19024,-70724,-85424,OK
108.797,TraderOne,Tick,939,927,12,-12,149700,150100,3588,-302788,-306388,OK
